Datetime,Hour,DayOfWeek,Month,Temperature,Production_Level,Energy_MW
2020-01-01 00:00:00,0,2,1,16.849174298870825,2,2596.68
2020-01-01 01:00:00,1,2,1,15.170842314324045,2,2522.26
2020-01-01 02:00:00,2,2,1,31.36373870031741,2,2766.95
2020-01-01 03:00:00,3,2,1,28.852427741480156,2,2627.5
2020-01-01 04:00:00,4,2,1,30.337156264597613,3,3117.88
2020-01-01 05:00:00,5,2,1,37.285402616633654,1,2664.25
2020-01-01 06:00:00,6,2,1,39.424499895003194,3,3298.78
2020-01-01 07:00:00,7,2,1,33.48729372258117,2,2918.56
2020-01-01 08:00:00,8,2,1,36.56293681812047,3,3220.55
2020-01-01 09:00:00,9,2,1,29.50306445674414,2,2799.07
2020-01-01 10:00:00,10,2,1,20.71883685637798,2,2637.07
2020-01-01 11:00:00,11,2,1,29.625780933312765,3,3077.17
2020-01-01 12:00:00,12,2,1,26.75895397484767,3,3064.17
2020-01-01 13:00:00,13,2,1,32.247031730470496,1,2614.76
2020-01-01 14:00:00,14,2,1,37.82599468416886,2,2889.16
2020-01-01 15:00:00,15,2,1,23.492704246587415,2,2732.23
2020-01-01 16:00:00,16,2,1,17.6853112998857,2,2490.44
2020-01-01 17:00:00,17,2,1,37.0829510225379,3,3266.8
2020-01-01 18:00:00,18,2,1,17.550401213625793,3,2854.62
2020-01-01 19:00:00,19,2,1,29.05031851920146,2,2752.99
2020-01-01 20:00:00,20,2,1,24.52695298589566,3,3065.53
2020-01-01 21:00:00,21,2,1,17.15838282036111,1,2366.26
2020-01-01 22:00:00,22,2,1,31.042404613932383,1,2520.38
2020-01-01 23:00:00,23,2,1,38.50383377454745,2,3049.06
2020-01-02 00:00:00,0,3,1,38.26580051370015,2,3038.19
2020-01-02 01:00:00,1,3,1,40.53826095019282,2,2922.01
2020-01-02 02:00:00,2,3,1,23.62029198020131,3,2993.86
2020-01-02 03:00:00,3,3,1,39.04295054269474,1,2729.67
2020-01-02 04:00:00,4,3,1,15.634913259743136,2,2443.05
2020-01-02 05:00:00,5,3,1,26.34283653894326,1,2340.64
2020-01-02 06:00:00,6,3,1,29.50592694561297,2,2819.97
2020-01-02 07:00:00,7,3,1,40.05263850757677,2,3017.02
2020-01-02 08:00:00,8,3,1,24.638606589070385,2,2721.91
2020-01-02 09:00:00,9,3,1,32.137907904866466,3,3110.27
2020-01-02 10:00:00,10,3,1,26.719937358631853,1,2464.46
2020-01-02 11:00:00,11,3,1,37.75181048123011,3,3287.63
2020-01-02 12:00:00,12,3,1,23.629243247523345,2,2568.65
2020-01-02 13:00:00,13,3,1,31.283172645184433,3,3066.02
2020-01-02 14:00:00,14,3,1,19.045834263316276,2,2603.9
2020-01-02 15:00:00,15,3,1,15.259909057901346,2,2448.31
2020-01-02 16:00:00,16,3,1,33.19549413889689,2,2846.62
2020-01-02 17:00:00,17,3,1,36.16514336644794,3,3254.21
2020-01-02 18:00:00,18,3,1,31.511972092987904,2,2831.89
2020-01-02 19:00:00,19,3,1,26.513896690484522,2,2780.51
2020-01-02 20:00:00,20,3,1,19.057077455206283,2,2592.5
2020-01-02 21:00:00,21,3,1,19.830875460208706,3,2948.55
2020-01-02 22:00:00,22,3,1,29.78850315372245,1,2525.66
2020-01-02 23:00:00,23,3,1,35.77521557339944,3,3203.8
2020-01-03 00:00:00,0,4,1,16.961087045939532,3,2845.68
2020-01-03 01:00:00,1,4,1,36.1837064040223,1,2571.12
2020-01-03 02:00:00,2,4,1,22.05750171106282,3,2969.38
2020-01-03 03:00:00,3,4,1,30.666905688791804,2,2818.28
2020-01-03 04:00:00,4,4,1,25.25854700812769,1,2421.62
2020-01-03 05:00:00,5,4,1,20.256429766047322,3,2989.03
2020-01-03 06:00:00,6,4,1,35.970962073967115,1,2628.09
2020-01-03 07:00:00,7,4,1,19.730179918262078,3,2883.42
2020-01-03 08:00:00,8,4,1,20.220085439759995,1,2297.49
2020-01-03 09:00:00,9,4,1,29.17758445268447,3,3033.13
2020-01-03 10:00:00,10,4,1,15.208969206555311,2,2515.62
2020-01-03 11:00:00,11,4,1,30.984019322883164,1,2508.69
2020-01-03 12:00:00,12,4,1,29.53205032203673,2,2742.59
2020-01-03 13:00:00,13,4,1,23.264539446839976,2,2674.8
2020-01-03 14:00:00,14,4,1,26.766444076282404,2,2711.28
2020-01-03 15:00:00,15,4,1,38.0687794092529,3,3296.94
2020-01-03 16:00:00,16,4,1,37.22367071775615,1,2653.76
2020-01-03 17:00:00,17,4,1,40.399353051914886,3,3398.63
2020-01-03 18:00:00,18,4,1,35.72588021872373,3,3304.6
2020-01-03 19:00:00,19,4,1,27.76290378222739,2,2872.69
2020-01-03 20:00:00,20,4,1,33.95929443840203,3,3156.4
2020-01-03 21:00:00,21,4,1,36.41383217335231,2,2895.51
2020-01-03 22:00:00,22,4,1,19.675490504425113,2,2609.59
2020-01-03 23:00:00,23,4,1,30.21251534449856,2,2928.54
2020-01-04 00:00:00,0,5,1,35.17921703497743,2,2957.39
2020-01-04 01:00:00,1,5,1,25.411447697599122,2,2707.75
2020-01-04 02:00:00,2,5,1,25.48969555029025,1,2352.33
2020-01-04 03:00:00,3,5,1,16.524622974979444,2,2530.51
2020-01-04 04:00:00,4,5,1,22.860183328586775,3,2870.39
2020-01-04 05:00:00,5,5,1,30.48208718673917,2,2850.41
2020-01-04 06:00:00,6,5,1,24.521873250345845,2,2587.65
2020-01-04 07:00:00,7,5,1,22.900801965427362,2,2655.59
2020-01-04 08:00:00,8,5,1,15.48037794442271,3,2744.31
2020-01-04 09:00:00,9,5,1,38.443376940379714,2,3018.53
2020-01-04 10:00:00,10,5,1,40.24414034834005,3,3214.98
2020-01-04 11:00:00,11,5,1,39.806982818770855,2,2899.38
2020-01-04 12:00:00,12,5,1,22.2941023110005,2,2736.85
2020-01-04 13:00:00,13,5,1,28.948964770909893,2,2842.89
2020-01-04 14:00:00,14,5,1,19.41802000972619,3,2892.15
2020-01-04 15:00:00,15,5,1,32.181691014464846,2,2867.8
2020-01-04 16:00:00,16,5,1,33.133460961268554,1,2548.7
2020-01-04 17:00:00,17,5,1,19.88795629077625,2,2648.61
2020-01-04 18:00:00,18,5,1,38.775724610011395,3,3261.66
2020-01-04 19:00:00,19,5,1,25.065880960638495,1,2325.96
2020-01-04 20:00:00,20,5,1,28.07307149048112,3,3044.51
2020-01-04 21:00:00,21,5,1,36.336850108239915,2,2871.34
2020-01-04 22:00:00,22,5,1,17.48773571013495,2,2571.94
2020-01-04 23:00:00,23,5,1,38.38576404762973,3,3207.85
2020-01-05 00:00:00,0,6,1,25.35588461985119,2,2698.48
2020-01-05 01:00:00,1,6,1,29.80022411796056,2,2800.26
2020-01-05 02:00:00,2,6,1,16.216404708031288,2,2578.02
2020-01-05 03:00:00,3,6,1,35.046032677436294,2,2839.5
2020-01-05 04:00:00,4,6,1,25.152927693036496,2,2702.44
2020-01-05 05:00:00,5,6,1,27.255007064402072,2,2726.85
2020-01-05 06:00:00,6,6,1,33.39767419110111,3,3239.25
2020-01-05 07:00:00,7,6,1,34.566864765092845,3,3237.86
2020-01-05 08:00:00,8,6,1,16.906902036113298,3,2793.22
2020-01-05 09:00:00,9,6,1,22.17421739677992,2,2659.68
2020-01-05 10:00:00,10,6,1,41.17849920861889,2,3013.5
2020-01-05 11:00:00,11,6,1,26.319653460016816,3,2992.89
2020-01-05 12:00:00,12,6,1,29.104594850186757,3,3076.8
2020-01-05 13:00:00,13,6,1,24.0416238722801,2,2712.65
2020-01-05 14:00:00,14,6,1,21.699892136912332,2,2700.48
2020-01-05 15:00:00,15,6,1,36.48780560275162,3,3206.7
2020-01-05 16:00:00,16,6,1,16.2889043290854,2,2568.65
2020-01-05 17:00:00,17,6,1,22.19359531691044,1,2306.22
2020-01-05 18:00:00,18,6,1,17.599658049403217,2,2599.72
2020-01-05 19:00:00,19,6,1,19.627456109629485,3,2941.6
2020-01-05 20:00:00,20,6,1,19.404717356834194,2,2475.94
2020-01-05 21:00:00,21,6,1,40.807362327232056,2,2965.27
2020-01-05 22:00:00,22,6,1,32.03337270089956,2,2800.27
2020-01-05 23:00:00,23,6,1,31.162384492023136,2,2707.23
2020-01-06 00:00:00,0,0,1,21.240861012529898,2,2658.94
2020-01-06 01:00:00,1,0,1,27.029563201964095,3,2995.44
2020-01-06 02:00:00,2,0,1,26.620146283934027,3,3010.11
2020-01-06 03:00:00,3,0,1,25.704318011619375,1,2399.14
2020-01-06 04:00:00,4,0,1,28.83199153668523,2,2798.14
2020-01-06 05:00:00,5,0,1,15.596107442015965,3,2776.6
2020-01-06 06:00:00,6,0,1,33.84565046763501,3,3170.95
2020-01-06 07:00:00,7,0,1,30.864086949720075,1,2553.39
2020-01-06 08:00:00,8,0,1,41.108591203359964,2,3090.66
2020-01-06 09:00:00,9,0,1,26.017546873579384,2,2682.95
2020-01-06 10:00:00,10,0,1,16.003182070973022,2,2516.92
2020-01-06 11:00:00,11,0,1,23.2270649327287,2,2637.51
2020-01-06 12:00:00,12,0,1,41.212197619667194,1,2637.72
2020-01-06 13:00:00,13,0,1,35.84263427271391,3,3249.92
2020-01-06 14:00:00,14,0,1,20.96949655871562,2,2671.64
2020-01-06 15:00:00,15,0,1,31.65499885039351,1,2570.73
2020-01-06 16:00:00,16,0,1,35.55304909394894,2,2950.52
2020-01-06 17:00:00,17,0,1,25.16377095320932,1,2460.18
2020-01-06 18:00:00,18,0,1,29.769021820527808,3,3057.16
2020-01-06 19:00:00,19,0,1,32.234747455404644,2,2842.32
2020-01-06 20:00:00,20,0,1,23.347068787264835,3,2959.14
2020-01-06 21:00:00,21,0,1,24.768251379592684,2,2728.01
2020-01-06 22:00:00,22,0,1,30.894190171670317,1,2518.09
2020-01-06 23:00:00,23,0,1,30.553316565790084,3,3060.52
2020-01-07 00:00:00,0,1,1,34.8130487442292,2,2797.41
2020-01-07 01:00:00,1,1,1,19.858890749959578,2,2618.19
2020-01-07 02:00:00,2,1,1,41.25955463193629,1,2779.77
2020-01-07 03:00:00,3,1,1,30.23534252419619,2,2768.77
2020-01-07 04:00:00,4,1,1,25.444561930584175,2,2732.15
2020-01-07 05:00:00,5,1,1,41.529836971657986,2,2957.69
2020-01-07 06:00:00,6,1,1,15.94358973300057,3,2833.22
2020-01-07 07:00:00,7,1,1,20.954019457245053,1,2246.42
2020-01-07 08:00:00,8,1,1,26.33700778620653,2,2692.58
2020-01-07 09:00:00,9,1,1,24.47250431228247,1,2403.8
2020-01-07 10:00:00,10,1,1,25.386190958623573,2,2738.44
2020-01-07 11:00:00,11,1,1,32.57681744290356,1,2637.86
2020-01-07 12:00:00,12,1,1,19.023121798110218,2,2694.36
2020-01-07 13:00:00,13,1,1,32.42628817275154,2,2833.82
2020-01-07 14:00:00,14,1,1,15.638640553037913,1,2126.7
2020-01-07 15:00:00,15,1,1,18.191637529986934,1,2270.83
2020-01-07 16:00:00,16,1,1,36.778599008486154,3,3216.51
2020-01-07 17:00:00,17,1,1,28.660129931278643,3,3039.38
